Zona,Lat,Lon,KEY
"MAURO GUILLEM, Nº 1 (de Pte. de las Artes a Av. Burjasot)",39.4824463,-0.3830541,244
"LLANO DE LA ZAIDIA, Nº 17 (de Dr. Oloriz a Av. Burjasot)",39.4831936,-0.380877,245
"AV. DR. PESET ALEIXANDRE, Nº 129 (de Guillem Ferrer a Francisco Tárrega)",39.4891122,-0.3866791,246
"AV. DR. PESET ALEIXANDRE, Nº 123 (de Francisco Tárrega a Dr. Oloriz)",39.4893752,-0.3853348,247
AV. DR. PESET ALEIXANDRE FRENTE Nº 127 (de Montduver a José Grollo),39.4902932,-0.3817261,249
"AV. MENÉNDEZ PIDAL, Nº 4 (de Ricardo Micó a Pte. de las Artes)",39.4816065,-0.3847943,250
PTE. DE LAS ARTES (de Padre Ferris a Guillem de Castro),39.4808243,-0.3834769,251
P.I. MAURO GUILLEM (de Llano de la Zaidia a Av. Menéndez Pidal),39.4821576,-0.3829256,252
P.I. MENÉNDEZ PIDAL (de Av. Menéndez Pidal a  Av. Tirso de Molina),39.4801368,-0.3874877,253
"REUS, Nº 6 (de Av. Burjasot a Alqueria de la Estrella)",39.4851396,-0.3843006,254
"REUS, Nº 16 (de Alqueria de la Estrella a Av. Burjasot)",39.4855884,-0.38349,255
"REUS S/N,  Esquina P. Llorente (De Periodista Llorente a Dr. Oloriz)",39.4857349,-0.3815913,256
"LLANO DE LA ZAIDIA, Nº 15 (de Pte. de San José a Av.Constitución)",39.4831145,-0.3798013,257
"LLANO DE LA ZAIDIA, Nº 14 (de Av. Constitución a Dr. Oloriz)",39.483115,-0.3796542,258
"LLANO DE ZAIDIA, Nº 1 (de Visitación a Av. Constitución)",39.483107,-0.3776412,259
"AV. CONSTITUCIÓN, Nº 23 (de Málaga a Lérida)",39.4846651,-0.3788671,260
"POETA MONMENEU, Nº 16 (de Guadalaviar a Sagunto)",39.4829952,-0.3766791,261
"GUADALAVIAR, Nº 3 (de Pl. Sta. Mónica a Visitación)",39.4820975,-0.3754791,262
"SAGUNTO, Nº 4 (de Pl. Sta. Mónica a Poeta Monmeneu)",39.4819716,-0.3748759,263
"GUADALAVIAR, Nº 6 (de Llano de la Zaidia a Pte. Serranos)",39.4822834,-0.3759265,264
"ALMAZORA, Nº 4 (de Poeta Bodria a Pintor Vilar)",39.4818283,-0.3727176,265
"PINTOR VILAR, Nº 2 (de Almazora a Alboraya)",39.4822214,-0.3719305,266
"PINTOR VILAR, Nº 1 (de Alboraya a Almazora)",39.4823747,-0.3713303,267
"ALMAZORA, Nº 16 (de Pintor a Convento Carmelitas)",39.4843621,-0.3716986,268
"CONVENTO CARMELITAS, Nº 2 (de Almazora a Alboraya)",39.4831233,-0.3705576,269
"ALMAZORA, Nº 42 (de Convento Carmelitas a Jaca)",39.4841994,-0.3710439,270
"MOLINELL, Nº 2 (de Almazora a Alboraya)",39.48494669999999,-0.3701133,271
"MOLINELL, Nº 1 (de Alboraya a Almazora)",39.4853096,-0.3701635,272
"ALMAZORA, Nº 52 (de Molinell a Benimuslem)",39.48560190000001,-0.3699997,273
"PLATERO SUAREZ, Nº 8 (de Almazora a Ministro Luis Mayans)",39.4854132,-0.3718112,274
"ALMAZORA, Nº 43 (de Platero Suárez a San Juan de la Cruz)",39.4848367,-0.3717044,275
"ALMAZORA, FRENTE Nº 8 (de Pintor Vilar a Madre Teresa Jornet)",39.4751521,-0.3903414,276
"STA. RITA, Nº 9 (de Madre Teresa Jornet a Cronista Rivelles)",39.4815841,-0.374094,277
"FRAY PEDRO VIVES, Nº 37 (de Ministro Luis Mayans a Bilbao)",39.4866856,-0.3718311,278
"FRAY PEDRO VIVES, Nº 23 (de Bilbao a Sagunto)",39.4868545,-0.3730535,279
"ACTOR MORA, Nº 2 (de Sagunto a Pobla del Duc)",39.4866294,-0.3752168,280
"ACTOR MORA, Nº 16 (de Pobla del Duc a Av. Constitución)",39.4865289,-0.3765527,281
"ACTOR MORA, Nº 31 (de Av. Constitución a Visitación)",39.4860186,-0.3778473,282
"ACTOR MORA, Nº 11 (de Visitación a Sagunto)",39.4863153,-0.3759025,283
"FRAY PEDRO VIVES, Nº 2 (de Sagunto a Bilbao)",39.4864313,-0.3745636,284
"FRAY PEDRO VIVES, Nº 20 (de Bilbao a Ministro Luis Mayans)",39.4866157,-0.3724775,285
"MINISTRO LUIS MAYANS, Nº 14 (de Platero Suárez a Fray Pedro Vives)",39.48554,-0.3718761,286
"FRAY PEDRO VIVES, Nº 32 (de Ministro Luis Mayans a Almazora)",39.4859718,-0.3713413,287
"COFRENTES, Nº 6 (de Almazora a Alboraya)",39.4865558,-0.3691372,288
"FRAY PEDRO VIVES FRENTE, Nº 32 (de Almazora a Ministro Luis Mayans)",39.486685,-0.3728064,289
BILBAO FRENTE Nº 22 (de Maximiliano Thous a Fray Pedro Vives),39.4738338,-0.3756348,290
"SAGUNTO, Nº 103 (de Fray Pedro Vives a Maximiliano Thous)",39.48677230000001,-0.375146,291
"PUEBLA DEL DUC, Nº 5 (de Actor Mora a Maximiliano Thous)",39.48680368191676,-0.3760825034233846,292
"ALMAZORA, Nº 37 (de Juan de la Cruz a Pintor Vilar)",39.4844167,-0.3719852,293
RUAYA. Nº 37 (de Constitución a Visitación),39.4853015,-0.3780566,294
"RUAYA, Nº 44 (de Visitación a Constitución)",39.485643,-0.3772537,295
"RUAYA, Nº 27 (de Visitación a Sagunto)",39.48527259999999,-0.376635,296
"RUAYA, Nº 12 (de Sagunto a Visitación)",39.4854984,-0.3748194,297
REUS nº 31 ( De F. Heredia a Dr. Oloriz),39.4860041,-0.3801508,298
"PLATERO SUAREZ, Nº 11 (de Milagrosa a Ministro Luis Mayans)",39.4849542,-0.3728331,299
"AV. DR. PESET ALEIXANDRE, Nº 81 (de Luis Crumiere a Cº de Moncada)",39.4905501,-0.3802036,300
CAMINO DE MONCADA nº 63 (de Félix del Río a Dr. Peset Aleixandre),39.4919394,-0.3792413,301
"AV. DR. PESET ALEIXANDRE, Nº 44 (de Alcañiz a Cº de Moncada)",39.4914722,-0.3776241,302
AV. CONSTITUCIÓN nº 130 (de Just Ramírez a Cº. Moncada),39.4898587,-0.3754292,303
"AV. DR. PESET ALEIXANDRE, Nº 20 (de Conde de Torrefiel a Felipe Rinaldi)",39.4918317,-0.3756678,304
"P.I. AV. DR. PESET ALEIXANDRE, Nº 121 (de Gral. Avilés a Dr. Peset Aleixandre)",39.4894589,-0.3851201,305
"P.I. AV. DR. PESET ALEIXANDRE, Nº 104   (de Dr. Peset Aleixandre a Gral Avilés)",39.4905877,-0.3838336,306
"Cº MONCADA, Nº 109 (de Rio Nervión a Pedro Cabanes)",39.4949186,-0.3805119,307
"AV. PRIMADO REIG, Nº 17 (de San Juan Bosco a Constitución)",39.4914753,-0.3728033,308
"AV. PRIMADO REIG, Nº 2 (de Sagunto a Bilbao)",39.4916544,-0.3737145000000001,309
"P.I. AV. DR. PESET ALEIXANDRE, Nº 39 (de Dr. Peset a Primado Reig)",39.4913123,-0.3764583,310
"AV. DR. PESET ALEIXANDRE, Nº 37 (de C/ Marie Curie (científica) a Av. de la Constitución)",39.4914521,-0.3763263,311
"P.I. AV. PRIMADO REIG, Nº 21 (de Av. Primado Reig a Av. Dr. Peset Aleixandre)",39.4912059,-0.3723633,312
"AV. DR. PESET ALEIXANDRE, Nº 93 (de Juan XXIII a Gayano Lluch)",39.4903292,-0.3811571,314
"AV. CONSTITUCIÓN, Nº 84 (de Maximiliano Thous a Actor Mora)",39.4878989,-0.3768231,315
"PINTOR GENARO LAHUERTA, Nº 45 (de Cofrentes a Molinell)",39.4859089,-0.3672484,316
"COFRENTES, Nº 12 (de Alboraya a Pintor Genaro Lahuerta)",39.4862612,-0.3678955,317
"DOLORES MARQUÉS, Nº 9 (de Albocácer a Dr. Vicente Zaragozá)",39.4861005,-0.3632345,318
"ALBORAYA, Nº 33 (de Convento Carmelitas a Jaca)",39.4835078,-0.3706425,319
"AV. PRIMADO REIG, Nº 83 (de Vinaroz a Villareal)",39.4870246,-0.3668515,320
"DOLORES MARQUÉS, Nº 13 (de Jose Mª Pinazo a Albocácer)",39.4866377,-0.3632771,321
"AV. PRIMADO REIG, Nº 66 (de Cofrentes a Cavanilles)",39.4851503,-0.3648824,322
"ALBORAYA, Nº 23 (de Pintor Vilar a Convento Carmelitas)",39.4823865,-0.3707323,323
"BILBAO, S/N esq. P. Reig (de Av. Primado Reig a Padre Urbano)",39.4738338,-0.3756348,324
"ALBORAYA, Nº 13 (de Poeta Bodria a Pintor Vilar)",39.4812176,-0.3711541,325
"ALBORAYA, Nº 67 (de Cofrentes a Av. Primado Reig)",39.4867364,-0.3682949,326
"COFRENTES, Nº 5 (de Alboraya a Almazora)",39.48674880000001,-0.3685807,327
"DOLORES MARQUÉS, Nº 19 (de Torreta de Miramar a José María Pinazo)",39.4873051,-0.3626853,328
"DR.VICENTE ZARAGOZÁ FRENTE Nº 5, de Primado Reig a  Cavanilles",39.4917724,-0.3732309,329
"DR. VICENTE ZARAGOZÁ, Nº 8 (de Dolores Marqués a Poeta Emilio Baró)",39.4849629,-0.363467,330
"DR. VICENTE ZARAGOZÁ, Nº 9 (de Dolores Marqués a Av. Primado Reig)",39.4854614,-0.3640379,331
"COFRENTES, Nº 18 (de Pintor Genaro Lahuerta a Av. Primado Reig)",39.4859956,-0.3668876,332
"COFRENTES, Nº 24 (de Av. Primado Reig a Pintor Genaro Lahuerta)",39.4857452,-0.3662662,333
"COFRENTES, Nº 13 (de Pintor Genaro Lahuerta a Alboraya)",39.4865295,-0.3675717,334
"PINTOR GENARO LAHUERTA, Nº 47 (de Av. Primado Reig a Cofrentes)",39.4865802,-0.3669945000000001,335
"ALBORAYA, Nº 53 (de Molinell a Cofrentes)",39.4854511,-0.3689315,336
"BENICARLÓ, Nº 40 (de Poeta Altet a Dolores Marqués)",39.4858616,-0.3643814,337
"CAVANILLES, Nº 40 (de Dr. Vicente Zaragozá a Av. Primado Reig)",39.4849208,-0.3635315,338
"AV. PRIMADO REIG, Nº 50 (de Alboraya a Pintor Genaro Lahuerta)",39.4869862,-0.3674056,339
"AV. PRIMADO REIG, Nº 18 (de Bilbao a Ministro Luis Mayans)",39.4895509,-0.3709184,340
"AV. PRIMADO REIG, Nº 57 (de Av. Alfahuir a Motilla del Palancar)",39.4888994,-0.369213,341
"AV. PRIMADO REIG, Nº 47 (de Motilla del Palancar a San Vicente de Paul)",39.4896067,-0.3703013,342
"AV. PRIMADO REIG, Nº 70 (de Botánico Cavanilles a Jaume Roig)",39.48397509999999,-0.3634715,343
"MOLINELL, Nº 41 (de Av. Primado Reig a Calderon de la Barca)",39.484873,-0.3650494,344
"MOLINELL, Nº 12 (de Alboraya a Pintor Genaro Lahuerta)",39.4847802,-0.3685988,345
AV. ALFAHUIR Nº 2 (De Primado Reig a Benicarló),39.49116531729966,-0.3633646367531283,346
HUMANISTA FADRIQUE FURIÓ s/nº (De Emilio Baró a Dolores Marqués),39.4815849,-0.369845,347
"GRAL. ELIO, Nº 6 (de Blasco Ibañez a Llano del Real)",39.4785099,-0.36655,348
"CAVANILLES, Nº 6 (de Juan Martorell a Av. Blasco Ibáñez)",39.4805595,-0.3656029,349
"AV. BLASCO IBÁÑEZ, S/N (de Dr. Gomez Ferrer a Jaume Roig)",39.4748604,-0.3510932,350
"AV. BLASCO IBÁÑEZ, Nº 16 (de Severo Ochoa a Dr. Molinell)",39.477991,-0.363236,351
"DR. MOLINER, Nº 2 (de Micer Mascó a Artes Gráficas)",39.4758602,-0.3628929,352
"Pº ALAMEDA, Nº 9 (de Palacio Valdés a Micer Mascó)",39.4753155,-0.3651461,353
"MICER MASCÓ, Nº 20 (de Dr. Moliner a Servero Ochoa)",39.4754396,-0.3634422,354
"ARMANDO PALACIO VALDÉS, Nº 7 (de Amadeo de Saboya a Micer Mascó)",39.4744675,-0.3638056,355
"Pº ALAMEDA, Nº 6 (de Pte. De la Exposición a Llano del Real)",39.4756056,-0.365326,356
"AV. PRIMADO REIG FRENTE, Nº 179 (de Gómez Ferrer a Gascó Oliag)",39.4850775,-0.3643824,357
"AV. BLASCO IBÁÑEZ, Nº 23 (de Gascó Oliag a Dr. Gómez Ferrer)",39.4776483,-0.3586867,358
"AV. BLASCO IBÁÑEZ, Nº 48 (de Av. Suecia a Av. Aragón)",39.4763102,-0.3578827,359
"SAN PÍO V, S/N (de Llano del Real a Alboraya)",39.4715952,-0.3795718,360
"AV. CATALUÑA, Nº 5 (de Av. Primado Reig a Av. Blasco Ibáñez)",39.4781773,-0.3555297,361
"AV. PRIMADO REIG, Nº 116 (de Gascó Oliag a Av. Cataluña)",39.4788012,-0.356424,362
"AV. CATALUÑA, Nº 4 (de Av. Blasco Ibáñez a Gorgos)",39.4771172,-0.3545447,363
"AV. PRIMADO REIG, Nº 179 (de Vicente Barrera Cambra a Cº de Vera)",39.4806004,-0.3581179,364
"AV. DR. GOMEZ FERRER, Nº 3 (de Menéndez y Pelayo a Alvaro de Bazán)",39.479828706218186,-0.3613870388776699,365
"AV. ARAGÓN, S/N (de Artes Gráficas a Juan Regla)",39.4722047,-0.3578599,366
"AV. ARAGÓN, Nº 36 (de Ernesto Ferrer a Av. Blasco Ibáñez)",39.4732061,-0.3563635000000001,367
"GASCÓ OLIAG, Nº 10 (de Menéndez y Pelayo a Av. Primado Reig)",39.4787229,-0.3571543,368
"AV. SUECIA, FRENTE Nº 29 (de Artes Gráficas a Av. Blasco Ibáñez)",39.4748798,-0.3591666,369
"AV. SUECIA, Nº 35 (de Av. Blasco Ibáñez a Artes Gráficas)",39.47651889999999,-0.3587664,370
"ARTES GRÁFICAS, Nº 23 (de Rodriguez Fornós a Av. Suecia)",39.4759801,-0.3594995,371
"Pº ALAMEDA, FRENTE Nº 11 (de Llano del Real a Pte. Exposición)",39.4643774,-0.3584919,372
"AV. CATALUÑA, S/N (de Guardia Civil a Av. Primado Reig)",39.4810958,-0.3516086,373
"GRAL. ELIO, Nº 2 (de Llano del Real a Av. Blasco Ibáñez)",39.4777204,-0.3668442,374
PTE. DE LA EXPOSICIÓN (de Pº Ciudadela a Alameda),39.4732012,-0.3658386,375
"AV. BLASCO IBÁÑEZ, Nº 64 (de Bélgica a Av. Cardenal Benlloch)",39.4753745,-0.3543095,376
"ALAMEDA, Nº 29 - Lateral (de Pl. Zaragoza a Serrano Flores)",39.4701117,-0.3609274,377
"Pº ALAMEDA, Nº 29 (de Pl. Zaragoza a Pte. De las Flores)",39.4701117,-0.3609274,378
"AV. ARAGÓN, Nº 8 (de Pl. Zaragoza a Sancho Tello)",39.4690569,-0.3591036,379
"AV. CARDENAL BENLLOCH, Nº 33 (de Dr. Ferran a Av. del Puerto)",39.4688448,-0.3558388,380
"AV. CARDENAL BENLLOCH, Nº 46 (de Rodríguez de Cepeda a Puebla de Farnals)",39.4694179,-0.3551406,381
"AV. CARDENAL BENLLOCH, Nº 75 (de Caravaca a Ernesto Ferrer)",39.4725234,-0.3541521,382
"AV. EDUARDO BOSCÁ, Nº 31 (de Baleares a Asturias)",39.4644379,-0.3576227,385
"AV. EDUARDO BOSCÁ, Nº 1 (de I.Canarias a Av. del Puerto)",39.4666583,-0.3565434,386
"AV. CARDENAL BENLLOCH, Nº 84 (de Campoamor a Vicente Pallarés)",39.4729934,-0.3532688,387
"AV. ARAGÓN, Nº 13 (de Finlandia a Alameda)",39.4710907,-0.3588446,388
"FINLANDIA, Nº 1 (de Gil Dolz a Serrano Flores)",39.472833,-0.3602519,389
"AV. BLASCO IBÁÑEZ, Nº 66 (de Polo y Peyrolon a Av. Cardenal Benlloch)",39.4751699,-0.3538938,390
"Pº ALAMEDA (lateral), Nº 21 (de General Gil Dolz a Armando Palacio Valdés)",39.4643774,-0.3584919,391
"Pº ALAMEDA, Nº 21 (de General Gil Dolz a Armando Palacio Valdés)",39.473011,-0.3626374,392
"Pº ALAMEDA, Nº 32 (de Pte Ángel Custodio a Pl. Zaragoza)",39.4674895,-0.3595739,393
"Pº ALAMEDA, Nº36 (de Pl. Zaragoza a Pte. Ángel Custodio)",39.4643774,-0.3584919,394
"AV. ARAGÓN, Nº 30 (de Eolo a Ernesto Ferrer)",39.4719995,-0.3570349,395
"Pº ALAMEDA, FRENTE Nº 18 (de Pte. Exposición a Pl. Galicia)",39.4643774,-0.3584919,396
"AV. CARDENAL BENLLOCH, Nº 76 (de Yecla a Campoamor)",39.4720938,-0.3537827,397
"EDUARDO BOSCÁ, Nº 28 (de Islas Canarias a Alameda)",39.4651626,-0.3576685,398
"AV. CARDENAL BENLLOCH, Nº 95 (de Ciudad de Mula a Caravaca)",39.4738368,-0.3534894,399
"AV. CARDENAL BENLLOCH, Nº 49 (de Eolo a Sancho Tello)",39.4701865,-0.3552495,400
"ALBALAT DELS TARONGERS, Nº 10 (de Vinalopó a Pl. Vicente Gaos)",39.4781169,-0.3499876,401
"ERNESTO FERRER, Nº 13 (de Av. Cardenal Benlloch a Polo y Peyrolón)",39.4719375,-0.3552303000000001,402
"MAESTRO VALLS, Nº 16 (de Juan Bautista Perales a Av. del Puerto)",39.464368,-0.3418744,403
"INDUSTRIA, Nº 23 (de Mariano Albesa a Jerónimo Monsoriu)",39.4654395,-0.3430658,404
"MARINO ALBESA, Nº 47 (de Industria a Conserva)",39.4655403,-0.3435855,405
"CONSERVA, Nº 20 (de Marino Albesa a Av. del Puerto)",39.4656011,-0.3442892,406
"MAESTRO RODRIGO, Nº 32 (de Vall de la Ballestera a Gral. Avilés)",39.4815729,-0.4001181,407
"GRAL. AVILÉS, Nº 58 (de Sta. María a Maestro Rodrigo)",39.4845544,-0.3998259,408
"GRAL. AVILÉS, Nº 42 (de Av. Pío XII a Aparicio Albiñana)",39.4856239,-0.3971224,409
"AV. PÍO XII LATERAL, Nº 54 (de Monestir de Poblet a Gral. Avilés)",39.4825108,-0.3936329,410
"GRAL. AVILÉS, S/N (de Luis Buñuel a Maestro Rodrigo)",39.4849426,-0.3979254,411
"GRAL. AVILÉS, Nº 90 (de Maestro Rodrigo a Pío Baroja)",39.4822997,-0.4048712,412
"PÍO BAROJA, S/N (de General Aviles a Vall de la Ballestera)",39.4777796,-0.4063719,413
"MÚSICO GINÉS, Nº 21 (de Explorador Andrés a Poeta Mas y Ros)",39.4706988,-0.3432892,414
"AV. BLASCO IBÁÑEZ, Nº 148 (de Impresor Lamber a Músico Ginés)",39.47210520000001,-0.3443184,415
"AV. BLASCO IBÁÑEZ, Nº 135 (de Músico Gines a Ramón Llul)",39.4728324,-0.3423019,416
"MÚSICO GINES, Nº 22 (de L´Alger a Av. Blasco Ibáñez)",39.4708816,-0.3422426,417
"MÚSICO GINES, Nº 6 (de Poeta Más y Ros a Campoamor)",39.4691459,-0.3433694,418
"AV. BLASCO IBÁÑEZ, Nº 97 (de Músico Gines a Ramón Llul)",39.47394790000001,-0.3460146,419
"AV. BLASCO IBÁÑEZ, Nº 194 (de José María de Haro a Marino Blas de Lezo)",39.470063,-0.3361744,420
"SANTOS JUSTO Y PASTOR, Nº 118 (de Industria a Maestro Valls)",39.4676311,-0.3415423,421
"SANTOS JUSTO Y PASTOR, Nº 111 (de Industria a Músico Gines)",39.4681438,-0.3420519,422
"AV. BLASCO IBÁÑEZ, Nº 175 (de José Ballester a José María de Haro)",39.4711196,-0.3365225,423
"SANTOS JUSTO Y PASTOR, Nº 144 (de Maderas a José María de Haro)",39.4663,-0.3381953,424
"SANTOS JUSTO Y PASTOR, Nº 138 (de José Aguilar a Maderas)",39.4668237,-0.3391491,425
"SANTOS JUSTO Y PASTOR, Nº 139 (de José Mª Haro a Industria)",39.4674974,-0.3400231,426
"JOSÉ MARÍA DE HARO, Nº 9 (de P. Ferrer Calatayud a Pedro Valencia)",39.4681452,-0.3390968,427
"JOSÉ MARÍA DE HARO, Nº 13 (de Campoamor a Poeta Mas y Ros)",39.4684357,-0.3389632,428
"JOSÉ MARÍA DE HARO, Nº 37 (de Av. Blasco Ibañez a L'alguer)",39.470476,-0.3379928,429
"JOSÉ MARÍA DE HARO, Nº 12 (de Pedro de Valencia a Av. Blasco Ibáñez)",39.47089280000001,-0.3375502,430
"L'ALGUER, Nº13 (de Crevillente a Ing. R. Janini)",39.479315,-0.3900650000000001,431
"JOSÉ AGUILAR, Nº53 (de Jerónimo Monsoriu a Santo Justo y Pastor)",39.4647374,-0.3405024,432
"GASPAR AGUILAR, Nº 5 (de Jerónimo Muñoz a Compromiso de Calpe)",39.4589494,-0.388513,433
"GASPAR AGUILAR, FRENTE Nº 99 (de San Lázaro a Pedro Andreu)",39.4544367,-0.3916946,434
"GASPAR AGUILAR, Nº 113 (de Pedro Andreu a Músico Penella)",39.4513813,-0.393569,435
"SAN VICENTE MARTIR, Nº 318 (de Mossen Febrer a 1º de mayo)",39.4497843,-0.3853132,436
SAN VICENTE MARTIR FTE. Nº 296 (de Fernández Mesa a Joaquín Navarro),39.4651916,-0.3809303,437
"SAN VICENTE MARTIR, Nº 256 (de Almudaina a Amparo Iturbi)",39.4541575,-0.3844575,438
"GASPAR AGUILAR, Nº 63 (de Santander a Agustina de Aragón)",39.4550706,-0.3910855,439
"GASPAR AGUILAR, FTE. Nº 63 (de Vicente Parra a Montesa)",39.4544367,-0.3916946,440
"JAIME BELTRÁN, Nº 20 (de Micer Rabasa a Gaspar Aguilar)",39.4567303,-0.3883275,441
"JAIME BELTRÁN, Nº 13 (de Juan de Aguilló a Uruguay)",39.45666749999999,-0.3877682,442
"RAMÓN LLULL, Nº 19 (de Serpis a Dr.García Donato)",39.47609629999999,-0.3471766,443
"SERPIS, Nº 30 (de Ramón Llull a Cº Cabañal)",39.4753372,-0.3468901,444
"RAMÓN LLULL, Nº 7 (de Serpis a Leandro de Saralegui)",39.4755298,-0.3475013,445
"RAMÓN LLULL, Nº 21 (de Dr. García Donato a Serpis)",39.4763611,-0.3470785,446
"SERPIS, Nº 17 (de Ramón Llull a Poeta Artola)",39.4760972,-0.3479656,447
"RAMÓN LLULL, Nº 3 (de Leandro de Saralegui a Blasco Ibañez)",39.474804,-0.3477052,448
"RAMÓN LLULL, Nº 2 (de Av. Blasco Ibáñez a Escultor Alonso Gabino)",39.4754147,-0.347319,449
"RAMÓN LLULL, Nº 6 (de Escultor Alfonso Gabino a Serpis)",39.4750279,-0.3471402,450
"ESCULTOR ALFONSO GABINO, Nº 11 (de Pl. Honduras a Ramón Llull)",39.4747319,-0.3467547,451
"DR. MANUEL CANDELA, Nº 79 (de Yecla a Explorador Andrés)",39.4730836,-0.3484533,452
"DR. MANUEL CANDELA, Nº 69 (de Explorador Andrés a Campoamor)",39.4722525,-0.3487615,453
"DR. MANUEL CANDELA, Nº 72 (de Explorador Andrés a Av. Blasco Ibáñez)",39.4727335,-0.3480118,454
"EXPLORADOR ANDRÉS, Nº 6 (de Pl. de Cedro a Dr. Manuel Candela)",39.4722312,-0.3475157,455
"DR. MANUEL CANDELA, Nº 60 (de Campoamor a Poeta Mas y Ros)",39.4710965,-0.3487452,456
"DR. MANUEL CANDELA, Nº 64 (de Campoamor a Explorador Andrés)",39.4719141,-0.3483864,457
"CAMPOAMOR, Nº 37 (de Pl. del Cedro a Dr. Manuel Candela)",39.471529,-0.3481557,458
"CAMPOAMOR, Nº 40 (de Dr. Manuel Candela a Pl. del Cedro)",39.471207,-0.3483579,459
"DR. MANUEL CANDELA, Nº 53 (de Poeta Mas y Ros a Santos Justo y Pastor)",39.4705182,-0.3495273,460
"POETA MAS Y ROS, Nº20 (de R. Reyes a Dr. Manuel Candela)",39.4695576,-0.3452781,461
"DR. MANUEL CANDELA, Nº 56 (de Poeta Mas y Ros a Campoamor)",39.4708576,-0.3488664,462
"POETA MAS Y ROS, Nº 30 (de Dr. Manuel Candela a Los Leones)",39.4704198,-0.3486942,463
"DR. MANUEL CANDELA, Nº 52 (de Santos Justo y Pastor a Poeta Mas y Ros)",39.4701413,-0.3490882,464
"SANTOS JUSTO Y PASTOR, Nº 58 (de Dr. Manuel Candela a Duque de Gaeta)",39.4697123,-0.3489019,465
"SANTOS JUSTO Y PASTOR, Nº 27 (de Manuel Candela a Rafael Reyes i Torrent)",39.47035,-0.3499129,466
"DR. MANUEL CANDELA, Nº 41 (de Santos Justo y Pastor a Puebla de Farnals)",39.4697683,-0.3501207,467
"DR. MANUEL CANDELA, Nº 37 (de Pobla de Farnals a Rodríguez de Cepeda)",39.4688275,-0.350141,468
"DR. MANUEL CANDELA, Nº 44 (de Puebla de Farnals a Santos Justo y Pastor)",39.4692947,-0.3494684,469
"AV. BLASCO IBÁÑEZ, Nº 94 (de República Argentina a Dr. Manuel Candela)",39.4742396,-0.3503744,470
"AV. BLASCO IBÁÑEZ, Nº 59 (de Poeta Artola a Av. Cardenal Benlloch)",39.4751395,-0.3501689,471
"SANTOS JUSTO Y PASTOR, Nº 9 (de República Argentina a Av. Cardenal Benlloch)",39.4711376,-0.3526509,472
"AV. BLASCO IBÁÑEZ, Nº 79 (de Ramón Llull a Poeta Artola)",39.47457139999999,-0.3482513,473
"AV. BLASCO IBÁÑEZ, Nº 120 (de Dr. Manuel Candela a Actriz Encarna Mañez)",39.4732354,-0.3469972,474
"YECLA, Nº 43 (de Dr. Manuel Candela a Vicente Pallares)",39.4734781,-0.3487031,475
